1.600000 8.600000 1.600000 8.600000 0 4 1
1.600000 8.600000 1.700000 8.400000 0 7 1
1.600000 8.600000 1.700000 9.100000 0 10 1
1.600000 8.600000 1.800000 8.200000 0 11 1
1.600000 8.600000 1.700000 8.600000 0 17 1
1.600000 8.600000 1.800000 8.900000 0 19 1
1.600000 8.600000 1.900000 8.800000 0 21 1
1.600000 8.600000 2.000000 8.400000 0 26 1
1.600000 8.600000 1.700000 8.700000 0 27 1
1.600000 8.600000 1.600000 8.600000 0 28 1
1.600000 8.600000 1.400000 8.200000 0 35 1
1.600000 8.600000 1.500000 9.000000 0 36 1
1.600000 8.600000 1.500000 8.500000 0 37 1
1.600000 8.600000 1.700000 8.500000 0 39 1
1.600000 8.600000 1.600000 8.500000 0 40 1
1.600000 8.600000 1.800000 8.900000 0 46 1
1.600000 8.600000 1.700000 9.000000 0 48 1
1.600000 8.600000 1.600000 8.300000 0 49 1
1.600000 7.900000 1.500000 7.900000 1 2 1
1.600000 7.900000 1.700000 7.700000 1 3 1
1.600000 7.900000 1.700000 8.400000 1 7 1
1.600000 7.900000 1.600000 7.300000 1 8 1
1.600000 7.900000 1.600000 8.000000 1 9 1
1.600000 7.900000 1.500000 7.800000 1 12 1
1.600000 7.900000 1.800000 8.000000 1 25 1
1.600000 7.900000 1.800000 7.900000 1 29 1
1.600000 7.900000 1.800000 7.900000 1 30 1
1.600000 7.900000 1.700000 8.000000 1 34 1
1.600000 7.900000 1.400000 8.200000 1 35 1
1.600000 7.900000 1.500000 7.400000 1 38 1
1.600000 7.900000 1.700000 7.800000 1 45 1
1.600000 7.900000 1.600000 7.800000 1 47 1
1.600000 7.900000 1.600000 8.300000 1 49 1
1.500000 7.900000 1.700000 7.700000 2 3 1
1.500000 7.900000 1.700000 8.000000 2 6 1
1.500000 7.900000 1.600000 8.000000 2 9 1
1.500000 7.900000 1.800000 8.200000 2 11 1
1.500000 7.900000 1.500000 7.800000 2 12 1
1.500000 7.900000 1.800000 7.900000 2 29 1
1.500000 7.900000 1.800000 7.900000 2 30 1
1.500000 7.900000 1.700000 8.000000 2 34 1
1.500000 7.900000 1.400000 8.200000 2 35 1
1.500000 7.900000 1.500000 7.400000 2 38 1
1.500000 7.900000 1.500000 7.600000 2 42 1
1.500000 7.900000 1.700000 7.800000 2 45 1
1.500000 7.900000 1.600000 7.800000 2 47 1
1.500000 7.900000 1.600000 8.300000 2 49 1
1.700000 7.700000 1.700000 8.000000 3 6 1
1.700000 7.700000 1.600000 7.300000 3 8 1
1.700000 7.700000 1.600000 8.000000 3 9 1
1.700000 7.700000 1.800000 8.200000 3 11 1
1.700000 7.700000 1.500000 7.800000 3 12 1
1.700000 7.700000 1.800000 8.000000 3 25 1
1.700000 7.700000 1.800000 7.900000 3 29 1
1.700000 7.700000 1.800000 7.900000 3 30 1
1.700000 7.700000 1.700000 8.000000 3 34 1
1.700000 7.700000 1.500000 7.400000 3 38 1
1.700000 7.700000 1.500000 7.600000 3 42 1
1.700000 7.700000 1.700000 7.800000 3 45 1
1.700000 7.700000 1.600000 7.800000 3 47 1
1.600000 8.600000 1.700000 8.400000 4 7 1
1.600000 8.600000 1.700000 9.100000 4 10 1
1.600000 8.600000 1.800000 8.200000 4 11 1
1.600000 8.600000 1.700000 8.600000 4 17 1
1.600000 8.600000 1.800000 8.900000 4 19 1
1.600000 8.600000 1.900000 8.800000 4 21 1
1.600000 8.600000 2.000000 8.400000 4 26 1
1.600000 8.600000 1.700000 8.700000 4 27 1
1.600000 8.600000 1.600000 8.600000 4 28 1
1.600000 8.600000 1.400000 8.200000 4 35 1
1.600000 8.600000 1.500000 8.500000 4 37 1
1.600000 8.600000 1.700000 8.500000 4 39 1
1.600000 8.600000 1.600000 8.500000 4 40 1
1.600000 8.600000 1.800000 8.900000 4 46 1
1.600000 8.600000 1.700000 9.000000 4 48 1
1.600000 8.600000 1.600000 8.300000 4 49 1
2.100000 9.300000 1.700000 9.100000 5 10 1
2.100000 9.300000 1.700000 9.300000 5 16 1
2.100000 9.300000 2.000000 9.500000 5 18 1
2.100000 9.300000 2.300000 8.900000 5 44 1
1.700000 8.000000 1.700000 8.400000 6 7 1
1.700000 8.000000 1.800000 8.200000 6 11 1
1.700000 8.000000 1.700000 8.600000 6 17 1
1.700000 8.000000 1.800000 7.900000 6 29 1
1.700000 8.000000 1.600000 8.500000 6 40 1
1.700000 8.000000 1.500000 7.600000 6 42 1
1.700000 8.000000 1.700000 7.800000 6 45 1
1.700000 8.000000 1.600000 7.800000 6 47 1
1.700000 8.000000 1.600000 8.300000 6 49 1
1.700000 8.400000 1.600000 8.000000 7 9 1
1.700000 8.400000 1.800000 8.200000 7 11 1
1.700000 8.400000 1.700000 8.600000 7 17 1
1.700000 8.400000 1.800000 8.900000 7 19 1
1.700000 8.400000 1.900000 8.800000 7 20 1
1.700000 8.400000 1.900000 8.800000 7 21 1
1.700000 8.400000 2.100000 8.200000 7 24 1
1.700000 8.400000 1.800000 8.000000 7 25 1
1.700000 8.400000 2.000000 8.400000 7 26 1
1.700000 8.400000 1.700000 8.700000 7 27 1
1.700000 8.400000 1.600000 8.600000 7 28 1
1.700000 8.400000 1.800000 7.900000 7 29 1
1.700000 8.400000 1.800000 7.900000 7 30 1
1.700000 8.400000 1.900000 8.800000 7 31 1
1.700000 8.400000 1.700000 8.000000 7 34 1
1.700000 8.400000 1.400000 8.200000 7 35 1
1.700000 8.400000 1.500000 8.500000 7 37 1
1.700000 8.400000 1.700000 8.500000 7 39 1
1.700000 8.400000 1.600000 8.500000 7 40 1
1.700000 8.400000 2.200000 8.500000 7 43 1
1.700000 8.400000 1.800000 8.900000 7 46 1
